runnum,polarity,current,yield,yield_err
23976,-,15,15047.67602654574,42.180481106760844
24052,-,20,14997.305752068687,30.287453082572718
24148,-,15,15088.962401831137,33.4336750481495
24212,-,50,15032.682552522594,41.34463063321351
24249,-,50,14953.980893897877,29.345516061083476
24361,-,28,15186.440080315191,37.34198658071137
24551,+,50,2655.600077299692,13.284145725334977
24581,+,35,2696.246041469046,14.477127878995617
24663,-,48,14982.16267606291,28.311654466131245
