25013	08/18	21:33	10.67	13	LD2	-3.642	7.51	-1,-1,-1,1,-1,0
25021	08/19	01:28	10.67	47	LH2	-3.642	7.51	-1,-1,-1,3,-1,-1
25023	08/19	02:16	10.67	13	LD2	-3.642	7.51	-1,-1,-1,2,-1,-1
25028	08/19	07:11	10.67	40	Dummy	-3.642	7.51	-1,-1,-1,2,-1,-1
25036	08/19	18:17	10.67	42	Carbon	-3.642	7.51	-1,-1,-1,3,-1,-1
25042	08/19	21:41	10.67	45	Copper	-3.642	7.51	-1,-1,-1,3,-1,-1
25047	08/20	00:10	10.67	9	LD2	-3.642	7.51	-1,-1,-1,1,-1,-1
25054	08/20	03:57	10.67	37	LH2	-3.642	7.51	-1,-1,-1,2,-1,-1
25057	08/20	05:32	10.67	40	Dummy	-3.642	7.51	-1,-1,-1,2,-1,-1
25081	08/21	04:43	10.67	8	LD2	-3.642	7.51	-1,-1,-1,1,-1,-1
25089	08/21	15:14	10.67	18	LH2	-3.642	7.51	-1,-1,-1,1,-1,-1
25094	08/21	17:21	10.67	20	Dummy	-3.642	7.51	-1,-1,-1,0,-1,-1
25101	08/21	20:27	10.67	18	Carbon	-3.642	7.51	-1,-1,-1,1,-1,-1
25106	08/21	23:29	10.67	21	Copper	-3.642	7.51	-1,-1,-1,1,-1,-1
25125	08/22	10:25	10.67	20	LD2	-3.642	10.305	-1,-1,-1,2,-1,-1
25132	08/22	13:04	10.67	24	LH2	-3.642	10.305	-1,-1,-1,1,-1,-1
25133	08/22	13:31	10.67	24	LH2	-3.642	10.305	-1,-1,3,-1,-1,-1
25136	08/22	14:54	10.67	40	Dummy	-3.642	10.305	-1,-1,-1,1,-1,-1
25137	08/22	15:10	10.67	40	Dummy	-3.642	10.305	-1,-1,3,-1,-1,-1
25142	08/22	18:00	10.67	25	LD2	-3.642	10.305	-1,-1,-1,3,-1,-1
25145	08/22	18:43	10.67	25	LD2	-3.642	10.305	-1,-1,-1,3,-1,-1
25152	08/22	22:22	10.67	25	LH2	-3.642	10.305	-1,-1,-1,3,-1,-1
25155	08/22	23:35	10.67	40	Dummy	-3.642	10.305	-1,-1,-1,3,-1,-1
25178	08/23	14:00	10.67	20	LD2	-3.642	10.305	-1,-1,-1,3,-1,-1
25186	08/23	18:10	10.67	25	LH2	-3.642	10.305	-1,-1,-1,1,-1,-1
25212	08/24	08:23	10.67	16	LH2	-3.642	10.305	-1,-1,-1,1,-1,-1
25215	08/24	09:38	10.67	40	Dummy	-3.642	10.305	-1,-1,-1,2,-1,-1
25232	08/24	19:25	10.67	25	LD2	-3.642	10.305	-1,-1,-1,4,-1,-1
25238	08/24	22:21	10.67	25	LH2	-3.642	10.305	-1,-1,-1,1,-1,-1
25243	08/25	00:05	10.67	40	Dummy	-3.642	10.305	-1,-1,-1,0,-1,-1
25250	08/25	03:41	10.67	25	Carbon	-3.642	10.305	-1,-1,-1,2,-1,-1
25253	08/25	05:44	10.67	50	Copper	-3.642	10.305	-1,-1,-1,3,-1,-1
25260	08/25	11:45	10.67	25	LD2	-3.642	10.305	-1,-1,-1,3,-1,-1
25267	08/25	15:49	10.67	28	LH2	-3.642	10.305	-1,-1,-1,2,-1,-1
25270	08/25	17:04	10.67	40	Dummy	-3.642	10.305	-1,-1,-1,2,-1,-1
25274	08/25	18:54	10.67	55	Carbon	-3.642	10.305	-1,-1,-1,4,-1,-1
25278	08/25	20:53	10.67	55	Copper	-3.642	10.305	-1,-1,-1,3,-1,-1
25284	08/26	02:06	10.67	10	LD2	-3.642	10.305	-1,-1,-1,1,-1,-1
25291	08/26	05:22	10.67	21	LH2	-3.642	10.305	-1,-1,-1,1,-1,-1
25294	08/26	06:35	10.67	40	Dummy	-3.642	10.305	-1,-1,-1,2,-1,-1
25297	08/26	08:02	10.67	37	Carbon	-3.642	10.305	-1,-1,-1,3,-1,-1
25302	08/26	12:23	10.67	47	Copper	-3.642	10.305	-1,-1,-1,3,-1,-1
25308	08/26	19:12	10.67	25	Aluminum	-3.642	10.305	-1,-1,-1,0,-1,-1
25325	08/27	20:54	10.67	5	C-hole	-3.642	10.305	-1,-1,-1,1,-1,-1
25326	08/27	21:13	10.67	5	C-hole	-3.642	10.305	-1,-1,-1,1,-1,-1
25335	08/28	00:55	10.67	10	LH2	-3.642	10.305	-1,-1,-1,0,-1,-1
25361	08/28	17:46	10.67	30	LH2	-3.642	13.51	-1,-1,-1,1,-1,-1
25367	08/28	20:32	10.67	22	LD2	-3.642	13.51	-1,-1,-1,2,-1,-1
25369	08/28	21:30	10.67	40	Dummy	-3.642	13.51	-1,-1,-1,2,-1,-1
25373	08/28	23:33	10.67	50	Carbon	-3.642	13.51	-1,-1,-1,2,-1,0
25378	08/29	01:43	10.67	60	Copper	-3.642	13.51	-1,-1,-1,4,-1,-1
25391	08/29	09:37	10.67	30	LH2	-3.642	16.81	-1,-1,-1,4,-1,0
25396	08/29	12:29	10.67	10	LH2	-3.642	16.81	-1,-1,-1,0,-1,-1
25397	08/29	12:48	10.67	20	LH2	-3.642	16.81	-1,-1,-1,1,-1,-1
25399	08/29	12:57	10.67	35	LH2	-3.642	16.81	-1,-1,-1,2,-1,-1
25400	08/29	13:02	10.67	45	LH2	-3.642	16.81	-1,-1,-1,2,-1,-1
25401	08/29	13:08	10.67	60	LH2	-3.642	16.81	-1,-1,-1,3,-1,-1
25402	08/29	13:15	10.67	60	LH2	-3.642	16.81	-1,-1,-1,3,-1,-1
25403	08/29	13:20	10.67	45	LH2	-3.642	16.81	-1,-1,-1,3,-1,-1
25404	08/29	13:25	10.67	35	LH2	-3.642	16.81	-1,-1,-1,2,-1,-1
25405	08/29	13:32	10.67	20	LH2	-3.642	16.81	-1,-1,-1,1,-1,-1
25406	08/29	13:38	10.67	10	LH2	-3.642	16.81	-1,-1,-1,0,-1,-1
25407	08/29	13:46	10.67	10	LH2	-3.642	16.81	-1,-1,-1,0,-1,-1
25408	08/29	13:53	10.67	20	LH2	-3.642	16.81	-1,-1,-1,1,-1,-1
25409	08/29	13:59	10.67	35	LH2	-3.642	16.81	-1,-1,-1,2,-1,-1
25410	08/29	14:06	10.67	45	LH2	-3.642	16.81	-1,-1,-1,3,-1,-1
25411	08/29	14:12	10.67	60	LH2	-3.642	16.81	-1,-1,-1,3,-1,-1
25412	08/29	14:18	10.67	60	LH2	-3.642	16.81	-1,-1,-1,3,-1,-1
25413	08/29	14:12	10.67	45	LH2	-3.642	16.81	-1,-1,-1,3,-1,-1
25414	08/29	14:24	10.67	35	LH2	-3.642	16.81	-1,-1,-1,2,-1,-1
25415	08/29	15:00	10.67	20	LH2	-3.642	16.81	-1,-1,-1,1,-1,-1
25416	08/29	15:06	10.67	10	LH2	-3.642	16.81	-1,-1,-1,0,-1,-1
25417	08/29	15:12	10.67	10	LH2	-3.642	16.81	-1,-1,-1,0,-1,-1
25418	08/29	15:19	10.67	10	LH2	-3.642	16.81	-1,-1,-1,0,-1,-1
25420	08/29	15:25	10.67	10	LH2	-3.642	16.81	-1,-1,-1,2,-1,-1
25421	08/29	15:32	10.67	10	LH2	-3.642	16.81	-1,-1,-1,3,-1,-1
25422	08/29	15:38	10.67	10	LH2	-3.642	16.81	-1,-1,-1,3,-1,-1
25431	08/29	20:32	10.67	30	LH2	-3.642	16.81	-1,-1,-1,2,-1,-1
25456	08/30	11:16	10.67	45	LH2	+3.642	10.31	-1,-1,-1,2,-1,-1
25461	08/30	13:12	10.67	50	Copper	+3.642	10.31	-1,-1,-1,3,-1,-1
25470	08/30	20:09	10.67	18	Copper	+3.642	10.31	-1,-1,-1,1,-1,-1
25471	08/30	20:28	10.67	18	Carbon	+3.642	10.31	-1,-1,-1,1,-1,-1
25473	08/30	21:13	10.67	10	LD2	+3.642	10.31	-1,-1,-1,1,-1,-1
