#Run#	eBeam_diff	iBeam_diff	targ	type	Q2_difference	xbj_difference	HMSp_diff	HMSth_diff	SHMSp_diff	SHMSth_diff	Livetime_diff
25028	0.000000	-0.425000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000003
25036	0.000000	4.885000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000002
25042	0.000000	0.764000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000002
25047	0.000000	-0.063000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000003
25054	0.000000	2.395000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000004
25057	0.000000	0.640000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000001
25081	0.000000	-0.032000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000004
25089	0.000000	0.287000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000004
25094	0.000000	0.133000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000001
25101	0.000000	-0.268000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000000
25106	0.000000	0.732000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000003
25125	0.000000	-0.338000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000001
25132	0.000000	0.755000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000000
25133	0.000000	-0.352000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000370
25136	0.000000	19.669000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000002
25137	0.000000	23.254000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.001030
25142	0.000000	1.128000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000493
25145	0.000000	4.643000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000004
25152	0.000000	0.547000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000003
25155	0.000000	1.460000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000004
25178	0.000000	0.298000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000003
25186	0.000000	-0.086000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000004
25212	0.000000	-0.240000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000001
25215	0.000000	0.465000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000002
25232	0.000000	0.777000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000004
25238	0.000000	0.067000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000003
25243	0.000000	-0.573000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000001
25250	0.000000	0.044000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000002
25253	0.000000	-0.652000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.001546
25260	0.000000	0.787000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.001153
25267	0.000000	0.060000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000003
25270	0.000000	0.367000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000000
25274	0.000000	3.167000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000546
25278	0.000000	-0.718000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.001146
25284	0.000000	0.053000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000004
25291	0.000000	-0.769000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000001
25294	0.000000	1.648000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000001
25297	0.000000	2.307000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000003
25302	0.000000	2.057000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000000
25308	0.000000	-0.419000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000002
25335	0.000000	-0.013000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000004
25361	0.000000	-0.445000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000005
25367	0.000000	1.643000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000002
25369	0.000000	1.809000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000002
25373	0.000000	22.444000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000005
25378	0.000000	4.724000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.001316
25391	0.000000	0.093000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000003
25396	0.000000	-0.111000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000003
25397	0.000000	-0.256000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000000
25399	0.000000	-0.531000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000002
25400	0.000000	-0.726000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000001
25401	0.000000	-0.005000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000003
25402	0.000000	0.033000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000005
25403	0.000000	-0.075000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000004
25404	0.000000	0.081000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000000
25405	0.000000	0.240000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000000
25406	0.000000	0.293000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000002
25407	0.000000	0.272000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000003
25408	0.000000	2.905000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000002
25409	0.000000	0.048000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000002
25410	0.000000	0.025000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000001
25411	0.000000	0.067000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000001
25412	0.000000	0.099000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000000
25413	0.000000	0.041000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000000
25414	0.000000	-0.034000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000002
25415	0.000000	0.234000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000002
25416	0.000000	0.277000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000002
25417	0.000000	0.248000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000001
25418	0.000000	-9.722000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000004
25420	0.000000	-21.831000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000000
25421	0.000000	-34.947000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000001
25422	0.000000	-49.933000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000002
25431	0.000000	0.702000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000004
25456	0.000000	-0.660000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000004
25461	0.000000	1.250000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000003
25470	0.000000	0.516000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000003
25471	0.000000	0.315000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000004
25472	0.000000	-16.937000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	-0.000005
25473	0.000000	-0.132000	True	True	-0.001940	0.000089	0.000000	0.000000	0.000000	0.000000	0.000001
