bin_center,counts,errors
-0.024875,721.0,26.851443164195103
-0.024625,712.0,26.68332812825267
-0.024375,717.0,26.77685567799177
-0.024125,822.0,28.6705423736629
-0.023875,873.0,29.546573405388315
-0.023625,820.0,28.635642126552707
-0.023375,845.0,29.068883707497267
-0.023125,906.0,30.099833886584822
-0.022875,898.0,29.966648127543394
-0.022625,897.0,29.949958263743873
-0.022375,951.0,30.83828789021855
-0.022125,925.0,30.4138126514911
-0.021875,963.0,31.0322412983658
-0.021625,996.0,31.559467676119
-0.021375,1016.0,31.874754901018456
-0.021125000000000005,1022.0,31.96873472629156
-0.020875000000000005,996.0,31.559467676119
-0.020625000000000004,1012.0,31.811947441173732
-0.020375000000000004,1038.0,32.218007387174026
-0.020125000000000004,1097.0,33.12099032335839
-0.019875000000000004,1103.0,33.21144381083123
-0.019625000000000004,1144.0,33.823069050575526
-0.019375000000000003,1125.0,33.54101966249684
-0.019125000000000003,1125.0,33.54101966249684
-0.018875000000000003,1148.0,33.88214869219483
-0.018625000000000003,1163.0,34.10278580995987
-0.018375000000000002,1167.0,34.161381705077446
-0.018125000000000002,1190.0,34.49637662132068
-0.017875000000000002,1234.0,35.12833614050059
-0.017625000000000002,1221.0,34.942810419312295
-0.017375,1297.0,36.013886210738214
-0.017125,1220.0,34.92849839314596
-0.016875,1238.0,35.185224171518364
-0.016625,1305.0,36.124783736376884
-0.016375,1343.0,36.64696440361739
-0.016125,1266.0,35.58089374931439
-0.015875,1325.0,36.40054944640259
-0.015625,1272.0,35.66510900025401
-0.015375000000000002,1360.0,36.87817782917155
-0.015125000000000001,1282.0,35.805027579936315
-0.014875000000000003,1296.0,36.0
-0.014625000000000003,1356.0,36.823905279043935
-0.014375000000000002,1398.0,37.389838191679836
-0.014125000000000002,1386.0,37.22902093797257
-0.013875000000000002,1306.0,36.138621999185304
-0.013625000000000002,1343.0,36.64696440361739
-0.013375000000000001,1349.0,36.72873534441391
-0.013125000000000003,1436.0,37.89459064299283
-0.012875000000000003,1359.0,36.864617182333525
-0.012625000000000003,1378.0,37.12142238654117
-0.012375,1382.0,37.17526059088221
-0.012124999999999999,1354.0,36.796738985948195
-0.011874999999999998,1449.0,38.06573262134856
-0.011624999999999998,1357.0,36.837480912787726
-0.011374999999999998,1303.0,36.09709129556009
-0.011124999999999998,1400.0,37.416573867739416
-0.010875,1327.0,36.42801120017397
-0.010625,1383.0,37.1887079635741
-0.010375,1352.0,36.76955262170047
-0.010125,1385.0,37.21558813185679
-0.009875,1386.0,37.22902093797257
-0.009625,1366.0,36.959437225152655
-0.009375,1340.0,36.60601043544625
-0.009125,1404.0,37.469987990390386
-0.008875,1433.0,37.8549864614954
-0.008624999999999999,1435.0,37.881393849751625
-0.008374999999999999,1398.0,37.389838191679836
-0.008124999999999999,1426.0,37.76241517699841
-0.007875,1367.0,36.9729630946723
-0.007625000000000002,1434.0,37.86819245752297
-0.007375000000000001,1361.0,36.89173349139343
-0.007125000000000001,1489.0,38.58756276314948
-0.006875000000000001,1390.0,37.282703764614496
-0.006625000000000001,1424.0,37.73592452822641
-0.006375,1410.0,37.54996671103717
-0.0061249999999999985,1387.0,37.242448899072144
-0.005874999999999998,1423.0,37.72267222772003
-0.005624999999999998,1427.0,37.77565353504821
-0.005374999999999998,1449.0,38.06573262134856
-0.005124999999999998,1438.0,37.92097045171708
-0.004874999999999997,1401.0,37.429934544425805
-0.004625,1460.0,38.2099463490856
-0.004375,1368.0,36.98648401781386
-0.004125,1517.0,38.948684188300895
-0.003875,1427.0,37.77565353504821
-0.0036249999999999998,1459.0,38.19685850956856
-0.0033749999999999995,1413.0,37.589892258425
-0.0031249999999999993,1492.0,38.62641583165593
-0.002874999999999999,1434.0,37.86819245752297
-0.002624999999999999,1476.0,38.41874542459709
-0.0023749999999999986,1466.0,38.28837943815329
-0.0021249999999999984,1470.0,38.34057902536163
-0.0018749999999999982,1394.0,37.33630940518894
-0.0016249999999999988,1447.0,38.03945320322047
-0.0013750000000000012,1424.0,37.73592452822641
-0.001125000000000001,1484.0,38.52272056851645
-0.0008750000000000008,1427.0,37.77565353504821
-0.0006250000000000006,1390.0,37.282703764614496
-0.00037500000000000033,1441.0,37.960505792204614
-0.0001250000000000001,1518.0,38.961519477556315
0.0001250000000000001,1481.0,38.48376280978771
0.00037500000000000033,1458.0,38.18376618407357
0.0006250000000000006,1535.0,39.179076048319466
0.0008750000000000008,1447.0,38.03945320322047
0.001125000000000001,1569.0,39.61060464067672
0.0013750000000000012,1500.0,38.72983346207417
0.0016250000000000014,1470.0,38.34057902536163
0.0018750000000000017,1470.0,38.34057902536163
0.002125000000000002,1577.0,39.71145930332956
0.002375000000000002,1529.0,39.102429592034305
0.0026250000000000023,1475.0,38.40572873934304
0.0028750000000000026,1505.0,38.79432948254165
0.0031249999999999993,1571.0,39.63584236521283
0.003374999999999996,1457.0,38.17066936798463
0.0036249999999999963,1543.0,39.28103868280471
0.0038749999999999965,1587.0,39.83716857408418
0.004124999999999997,1591.0,39.88734135035826
0.004374999999999997,1553.0,39.408120990476064
0.004624999999999997,1498.0,38.704004960727254
0.004874999999999997,1598.0,39.97499218261337
0.005124999999999998,1499.0,38.71692136521188
0.005374999999999998,1599.0,39.98749804626441
0.005624999999999998,1542.0,39.26830783214372
0.005874999999999998,1574.0,39.67366884975475
0.0061249999999999985,1556.0,39.44616584663204
0.006375,1595.0,39.93745109543172
0.006625000000000001,1560.0,39.496835316262995
0.006875000000000001,1528.0,39.08964057138413
0.007125000000000001,1623.0,40.28647415696737
