bin_center,counts,errors
-9.9,0.0,0.0
-9.700000000000001,0.0,0.0
-9.5,0.0,0.0
-9.299999999999999,0.0,0.0
-9.1,0.0,0.0
-8.899999999999999,0.0,0.0
-8.7,0.0,0.0
-8.5,0.0,0.0
-8.3,0.0,0.0
-8.1,0.0,0.0
-7.9,4761.0,69.0
-7.700000000000001,4598.0,67.80855403265875
-7.5,4546.0,67.42403132415029
-7.299999999999999,4462.0,66.79820356865893
-7.1,4521.0,67.23838189605696
-6.9,4519.0,67.22350779303324
-6.699999999999999,4403.0,66.35510530471637
-6.5,4349.0,65.94694837519019
-6.300000000000001,4523.0,67.2532527094415
-6.1000000000000005,4287.0,65.47518613948341
-5.9,4456.0,66.75327707311455
-5.700000000000001,4353.0,65.97726881282674
-5.5,4314.0,65.68104749469211
-5.3,4294.0,65.5286197016235
-5.1,4362.0,66.04543890383347
-4.9,4150.0,64.42049363362563
-4.7,4239.0,65.10760324263211
-4.499999999999999,4253.0,65.21502894272147
-4.299999999999999,4237.0,65.09224224129939
-4.1,4220.0,64.96152707564686
-3.8999999999999995,4180.0,64.65291950097846
-3.6999999999999993,4123.0,64.21059102671458
-3.499999999999999,4097.0,64.00781202322104
-3.299999999999999,4150.0,64.42049363362563
-3.0999999999999996,4023.0,63.42712353559792
-2.9000000000000004,4197.0,64.78425734698207
-2.7,4192.0,64.74565622495459
-2.5,4027.0,63.45864795282043
-2.3,3988.0,63.150613615387776
-2.0999999999999996,3974.0,63.03967004989794
-1.9000000000000004,4124.0,64.21837743200929
-1.7000000000000006,4228.0,65.02307282803544
-1.5000000000000009,3957.0,62.90468980926621
-1.3000000000000007,3884.0,62.321745803531535
-1.1,3920.0,62.609903369994115
-0.8999999999999999,3917.0,62.5859409132754
-0.7000000000000006,3848.0,62.03224967708329
-0.5000000000000009,3974.0,63.03967004989794
-0.2999999999999998,3889.0,62.36184731067546
-0.09999999999999964,3858.0,62.112800613078136
0.09999999999999964,3860.0,62.12889826803627
0.2999999999999998,3804.0,61.6765757804371
0.5000000000000009,3783.0,61.506097258727124
0.7000000000000011,3823.0,61.83041322844284
0.9000000000000004,3876.0,62.25752966509352
1.1000000000000005,3770.0,61.40032573203501
1.2999999999999998,3746.0,61.204574992397426
1.4999999999999991,3820.0,61.806148561449774
1.6999999999999993,3802.0,61.66036003787198
1.8999999999999995,3704.0,60.860496218811754
2.0999999999999996,3740.0,61.155539405682624
2.3,3749.0,61.22907805936653
2.5,3618.0,60.149812967290266
2.7,3662.0,60.51446108162907
2.9000000000000004,3605.0,60.0416522091123
3.1000000000000005,3559.0,59.65735495309862
3.3000000000000007,3656.0,60.4648658313239
3.500000000000001,3557.0,59.64059020499378
3.7,3631.0,60.25777958073132
3.8999999999999995,3499.0,59.15234568468101
4.1,3523.0,59.3548650070068
4.299999999999999,3434.0,58.60034129593445
4.499999999999999,3488.0,59.0592922409336
4.7,3548.0,59.565090447341724
4.9,3432.0,58.58327406350724
5.1,3473.0,58.93216439263028
5.3,3374.0,58.08614292583042
5.500000000000001,3476.0,58.957611891934704
5.700000000000001,3303.0,57.47173218200405
5.9,3384.0,58.172158288995945
6.100000000000001,3333.0,57.73214009544424
6.300000000000001,3254.0,57.043842787806646
6.499999999999998,3341.0,57.8013840664737
6.699999999999999,3230.0,56.83308895353129
6.9,3206.0,56.621550667568265
7.1,3310.0,57.532599454570104
7.299999999999999,3265.0,57.14017850864661
7.5,3240.0,56.92099788303083
7.700000000000001,3338.0,57.77542730261716
7.9,3194.0,56.515484603779164
8.1,0.0,0.0
8.3,0.0,0.0
8.500000000000002,0.0,0.0
8.7,0.0,0.0
8.899999999999999,0.0,0.0
9.1,0.0,0.0
9.299999999999999,0.0,0.0
9.5,0.0,0.0
9.700000000000001,0.0,0.0
9.9,0.0,0.0
